date,city,congestion_level
2026-05-17,Mau,0.47
2026-05-18,Mau,0.53
2026-05-19,Mau,0.71
2026-05-20,Mau,0.56
2026-05-21,Mau,0.64
2026-05-22,Mau,0.44
2026-05-23,Mau,0.46
2026-05-24,Mau,0.35
2026-05-17,Meerut,0.28
2026-05-18,Meerut,0.43
2026-05-19,Meerut,0.3
2026-05-20,Meerut,0.55
2026-05-21,Meerut,0.33
2026-05-22,Meerut,0.42
2026-05-23,Meerut,0.32
2026-05-24,Meerut,0.42
2026-05-17,Mumbai,0.73
2026-05-18,Mumbai,0.9
2026-05-19,Mumbai,0.87
2026-05-20,Mumbai,0.88
2026-05-21,Mumbai,0.92
2026-05-22,Mumbai,0.76
2026-05-23,Mumbai,0.95
2026-05-24,Mumbai,0.74
2026-05-17,Muzaffarnagar,0.41
2026-05-18,Muzaffarnagar,0.45
2026-05-19,Muzaffarnagar,0.41
2026-05-20,Muzaffarnagar,0.47
2026-05-21,Muzaffarnagar,0.7
2026-05-22,Muzaffarnagar,0.37
2026-05-23,Muzaffarnagar,0.44
2026-05-24,Muzaffarnagar,0.37
2026-05-17,Muzaffarpur,0.39
2026-05-18,Muzaffarpur,0.48
2026-05-19,Muzaffarpur,0.52
2026-05-20,Muzaffarpur,0.59
2026-05-21,Muzaffarpur,0.49
2026-05-22,Muzaffarpur,0.71
2026-05-23,Muzaffarpur,0.71
2026-05-24,Muzaffarpur,0.48
2026-05-17,Mysore,0.44
2026-05-18,Mysore,0.53
2026-05-19,Mysore,0.54
2026-05-20,Mysore,0.43
2026-05-21,Mysore,0.41
2026-05-22,Mysore,0.62
2026-05-23,Mysore,0.59
2026-05-24,Mysore,0.38
2026-05-17,Nagercoil,0.47
2026-05-18,Nagercoil,0.44
2026-05-19,Nagercoil,0.43
2026-05-20,Nagercoil,0.52
2026-05-21,Nagercoil,0.43
2026-05-22,Nagercoil,0.53
2026-05-23,Nagercoil,0.57
2026-05-24,Nagercoil,0.45
2026-05-17,Nagpur,0.43
2026-05-18,Nagpur,0.72
2026-05-19,Nagpur,0.47
2026-05-20,Nagpur,0.54
2026-05-21,Nagpur,0.5
2026-05-22,Nagpur,0.57
2026-05-23,Nagpur,0.54
2026-05-24,Nagpur,0.52
2026-05-17,Namakkal,0.5
2026-05-18,Namakkal,0.44
2026-05-19,Namakkal,0.65
2026-05-20,Namakkal,0.55
2026-05-21,Namakkal,0.53
2026-05-22,Namakkal,0.64
2026-05-23,Namakkal,0.57
2026-05-24,Namakkal,0.41
2026-05-17,Nanded,0.4
2026-05-18,Nanded,0.54
2026-05-19,Nanded,0.54
2026-05-20,Nanded,0.8
2026-05-21,Nanded,0.53
2026-05-22,Nanded,0.56
2026-05-23,Nanded,0.34
2026-05-24,Nanded,0.53
2026-05-17,Nashik,0.39
2026-05-18,Nashik,0.44
2026-05-19,Nashik,0.41
2026-05-20,Nashik,0.3
2026-05-21,Nashik,0.5
2026-05-22,Nashik,0.45
2026-05-23,Nashik,0.51
2026-05-24,Nashik,0.59
2026-05-17,Navi Mumbai,0.41
2026-05-18,Navi Mumbai,0.57
2026-05-19,Navi Mumbai,0.58
2026-05-20,Navi Mumbai,0.62
2026-05-21,Navi Mumbai,0.85
2026-05-22,Navi Mumbai,0.52
2026-05-23,Navi Mumbai,0.72
2026-05-24,Navi Mumbai,0.47
2026-05-17,Nizamabad,0.59
2026-05-18,Nizamabad,0.55
2026-05-19,Nizamabad,0.48
2026-05-20,Nizamabad,0.55
2026-05-21,Nizamabad,0.56
2026-05-22,Nizamabad,0.53
2026-05-23,Nizamabad,0.62
2026-05-24,Nizamabad,0.36
2026-05-17,Noida,0.48
2026-05-18,Noida,0.45
2026-05-19,Noida,0.5
2026-05-20,Noida,0.72
2026-05-21,Noida,0.61
2026-05-22,Noida,0.59
2026-05-23,Noida,0.45
2026-05-24,Noida,0.64
2026-05-17,Osmanabad,0.54
2026-05-18,Osmanabad,0.5
2026-05-19,Osmanabad,0.41
2026-05-20,Osmanabad,0.44
2026-05-21,Osmanabad,0.41
2026-05-22,Osmanabad,0.45
2026-05-23,Osmanabad,0.36
2026-05-24,Osmanabad,0.38
2026-05-17,Panipat,0.66
2026-05-18,Panipat,0.57
2026-05-19,Panipat,0.6
2026-05-20,Panipat,0.5
2026-05-21,Panipat,0.38
2026-05-22,Panipat,0.55
2026-05-23,Panipat,0.58
2026-05-24,Panipat,0.52
2026-05-17,Parbhani,0.38
2026-05-18,Parbhani,0.69
2026-05-19,Parbhani,0.57
2026-05-20,Parbhani,0.34
2026-05-21,Parbhani,0.54
2026-05-22,Parbhani,0.5
2026-05-23,Parbhani,0.47
2026-05-24,Parbhani,0.48
2026-05-17,Patiala,0.58
2026-05-18,Patiala,0.69
2026-05-19,Patiala,0.38
2026-05-20,Patiala,0.49
2026-05-21,Patiala,0.39
2026-05-22,Patiala,0.52
2026-05-23,Patiala,0.67
2026-05-24,Patiala,0.53
2026-05-17,Patna,0.54
2026-05-18,Patna,0.48
2026-05-19,Patna,0.73
2026-05-20,Patna,0.64
2026-05-21,Patna,0.37
2026-05-22,Patna,0.71
2026-05-23,Patna,0.47
2026-05-24,Patna,0.61
2026-05-17,Pune,0.55
2026-05-18,Pune,0.66
2026-05-19,Pune,0.72
2026-05-20,Pune,0.64
2026-05-21,Pune,0.59
2026-05-22,Pune,0.63
2026-05-23,Pune,0.56
2026-05-24,Pune,0.73
2026-05-17,Purnia,0.43
2026-05-18,Purnia,0.58
2026-05-19,Purnia,0.38
2026-05-20,Purnia,0.66
2026-05-21,Purnia,0.49
2026-05-22,Purnia,0.73
2026-05-23,Purnia,0.46
2026-05-24,Purnia,0.51
2026-05-17,Raichur,0.48
2026-05-18,Raichur,0.58
2026-05-19,Raichur,0.51
2026-05-20,Raichur,0.37
2026-05-21,Raichur,0.49
2026-05-22,Raichur,0.62
2026-05-23,Raichur,0.4
2026-05-24,Raichur,0.63
2026-05-17,Raipur,0.45
2026-05-18,Raipur,0.81
2026-05-19,Raipur,0.5
2026-05-20,Raipur,0.47
2026-05-21,Raipur,0.57
2026-05-22,Raipur,0.44
2026-05-23,Raipur,0.45
2026-05-24,Raipur,0.55
2026-05-17,Rajkot,0.39
2026-05-18,Rajkot,0.42
2026-05-19,Rajkot,0.2
2026-05-20,Rajkot,0.27
2026-05-21,Rajkot,0.36
2026-05-22,Rajkot,0.42
2026-05-23,Rajkot,0.45
2026-05-24,Rajkot,0.31
2026-05-17,Ramanagara,0.46
2026-05-18,Ramanagara,0.44
2026-05-19,Ramanagara,0.5
2026-05-20,Ramanagara,0.47
2026-05-21,Ramanagara,0.5
2026-05-22,Ramanagara,0.72
2026-05-23,Ramanagara,0.4
2026-05-24,Ramanagara,0.49
2026-05-17,Rampur,0.45
2026-05-18,Rampur,0.65
2026-05-19,Rampur,0.43
2026-05-20,Rampur,0.51
2026-05-21,Rampur,0.46
2026-05-22,Rampur,0.56
2026-05-23,Rampur,0.46
2026-05-24,Rampur,0.48
2026-05-17,Ratlam,0.44
2026-05-18,Ratlam,0.4
2026-05-19,Ratlam,0.56
2026-05-20,Ratlam,0.66
2026-05-21,Ratlam,0.25
2026-05-22,Ratlam,0.63
2026-05-23,Ratlam,0.5
2026-05-24,Ratlam,0.54
2026-05-17,Rohtak,0.57
2026-05-18,Rohtak,0.53
2026-05-19,Rohtak,0.33
2026-05-20,Rohtak,0.72
2026-05-21,Rohtak,0.54
2026-05-22,Rohtak,0.48
2026-05-23,Rohtak,0.45
2026-05-24,Rohtak,0.55
2026-05-17,Rourkela,0.53
2026-05-18,Rourkela,0.53
2026-05-19,Rourkela,0.59
2026-05-20,Rourkela,0.33
2026-05-21,Rourkela,0.5
2026-05-22,Rourkela,0.43
2026-05-23,Rourkela,0.39
2026-05-24,Rourkela,0.43
2026-05-17,Sagar,0.48
2026-05-18,Sagar,0.48
2026-05-19,Sagar,0.64
2026-05-20,Sagar,0.44
2026-05-21,Sagar,0.56
2026-05-22,Sagar,0.39
2026-05-23,Sagar,0.4
2026-05-24,Sagar,0.46
2026-05-17,Salem,0.39
2026-05-18,Salem,0.56
2026-05-19,Salem,0.64
2026-05-20,Salem,0.64
2026-05-21,Salem,0.4
2026-05-22,Salem,0.52
2026-05-23,Salem,0.46
2026-05-24,Salem,0.6
2026-05-17,Sambalpur,0.47
2026-05-18,Sambalpur,0.39
2026-05-19,Sambalpur,0.49
2026-05-20,Sambalpur,0.42
2026-05-21,Sambalpur,0.58
2026-05-22,Sambalpur,0.47
2026-05-23,Sambalpur,0.52
2026-05-24,Sambalpur,0.52
2026-05-17,Sangli,0.47
2026-05-18,Sangli,0.48
2026-05-19,Sangli,0.45
2026-05-20,Sangli,0.42
2026-05-21,Sangli,0.62
2026-05-22,Sangli,0.72
2026-05-23,Sangli,0.49
2026-05-24,Sangli,0.56
2026-05-17,Satara,0.44
2026-05-18,Satara,0.47
2026-05-19,Satara,0.48
2026-05-20,Satara,0.47
2026-05-21,Satara,0.81
2026-05-22,Satara,0.47
2026-05-23,Satara,0.43
2026-05-24,Satara,0.39
2026-05-17,Satna,0.51
2026-05-18,Satna,0.59
2026-05-19,Satna,0.53
2026-05-20,Satna,0.56
2026-05-21,Satna,0.72
2026-05-22,Satna,0.39
2026-05-23,Satna,0.71
2026-05-24,Satna,0.48
2026-05-17,Shahjahanpur,0.47
2026-05-18,Shahjahanpur,0.42
2026-05-19,Shahjahanpur,0.37
2026-05-20,Shahjahanpur,0.64
2026-05-21,Shahjahanpur,0.59
2026-05-22,Shahjahanpur,0.71
2026-05-23,Shahjahanpur,0.44
2026-05-24,Shahjahanpur,0.57
2026-05-17,Shivamogga,0.44
2026-05-18,Shivamogga,0.64
2026-05-19,Shivamogga,0.42
2026-05-20,Shivamogga,0.43
2026-05-21,Shivamogga,0.6
2026-05-22,Shivamogga,0.41
2026-05-23,Shivamogga,0.43
2026-05-24,Shivamogga,0.43
2026-05-17,Sivakasi,0.46
2026-05-18,Sivakasi,0.45
2026-05-19,Sivakasi,0.45
2026-05-20,Sivakasi,0.43
2026-05-21,Sivakasi,0.55
2026-05-22,Sivakasi,0.47
2026-05-23,Sivakasi,0.51
2026-05-24,Sivakasi,0.53
2026-05-17,Solapur,0.52
2026-05-18,Solapur,0.42
2026-05-19,Solapur,0.4
2026-05-20,Solapur,0.54
2026-05-21,Solapur,0.55
2026-05-22,Solapur,0.47
2026-05-23,Solapur,0.46
2026-05-24,Solapur,0.35
2026-05-17,Sonipat,0.48
2026-05-18,Sonipat,0.48
2026-05-19,Sonipat,0.44
2026-05-20,Sonipat,0.59
2026-05-21,Sonipat,0.37
2026-05-22,Sonipat,0.51
2026-05-23,Sonipat,0.42
2026-05-24,Sonipat,0.46
2026-05-17,Srinagar,0.35
2026-05-18,Srinagar,0.47
2026-05-19,Srinagar,0.35
2026-05-20,Srinagar,0.35
2026-05-21,Srinagar,0.46
2026-05-22,Srinagar,0.4
2026-05-23,Srinagar,0.24
2026-05-24,Srinagar,0.39
2026-05-17,Surat,0.5
2026-05-18,Surat,0.58
2026-05-19,Surat,0.69
2026-05-20,Surat,0.67
2026-05-21,Surat,0.76
2026-05-22,Surat,0.42
2026-05-23,Surat,0.67
2026-05-24,Surat,0.58
2026-05-17,Thane,0.56
2026-05-18,Thane,0.67
2026-05-19,Thane,0.64
2026-05-20,Thane,0.77
2026-05-21,Thane,0.54
2026-05-22,Thane,0.78
2026-05-23,Thane,0.38
2026-05-24,Thane,0.64
2026-05-17,Theni,0.41
2026-05-18,Theni,0.7
2026-05-19,Theni,0.56
2026-05-20,Theni,0.4
2026-05-21,Theni,0.49
2026-05-22,Theni,0.4
2026-05-23,Theni,0.4
2026-05-24,Theni,0.69
2026-05-17,Thiruvananthapuram,0.44
2026-05-18,Thiruvananthapuram,0.52
2026-05-19,Thiruvananthapuram,0.58
2026-05-20,Thiruvananthapuram,0.67
2026-05-21,Thiruvananthapuram,0.53
2026-05-22,Thiruvananthapuram,0.53
2026-05-23,Thiruvananthapuram,0.46
2026-05-24,Thiruvananthapuram,0.43
2026-05-17,Thoothukudi,0.35
2026-05-18,Thoothukudi,0.65
2026-05-19,Thoothukudi,0.63
2026-05-20,Thoothukudi,0.41
2026-05-21,Thoothukudi,0.52
2026-05-22,Thoothukudi,0.46
2026-05-23,Thoothukudi,0.6
2026-05-24,Thoothukudi,0.5
2026-05-17,Thrissur,0.39
2026-05-18,Thrissur,0.44
2026-05-19,Thrissur,0.68
2026-05-20,Thrissur,0.53
2026-05-21,Thrissur,0.4
2026-05-22,Thrissur,0.64
2026-05-23,Thrissur,0.56
2026-05-24,Thrissur,0.44
2026-05-17,Tiruchirappalli,0.51
2026-05-18,Tiruchirappalli,0.49
2026-05-19,Tiruchirappalli,0.62
2026-05-20,Tiruchirappalli,0.67
2026-05-21,Tiruchirappalli,0.57
2026-05-22,Tiruchirappalli,0.53
2026-05-23,Tiruchirappalli,0.41
2026-05-24,Tiruchirappalli,0.5
2026-05-17,Tirunelveli,0.44
2026-05-18,Tirunelveli,0.63
2026-05-19,Tirunelveli,0.44
2026-05-20,Tirunelveli,0.5
2026-05-21,Tirunelveli,0.6
2026-05-22,Tirunelveli,0.51
2026-05-23,Tirunelveli,0.37
2026-05-24,Tirunelveli,0.5
2026-05-17,Tiruppur,0.56
2026-05-18,Tiruppur,0.53
2026-05-19,Tiruppur,0.44
2026-05-20,Tiruppur,0.48
2026-05-21,Tiruppur,0.54
2026-05-22,Tiruppur,0.62
2026-05-23,Tiruppur,0.38
2026-05-24,Tiruppur,0.45
2026-05-17,Tumakuru,0.43
2026-05-18,Tumakuru,0.6
2026-05-19,Tumakuru,0.55
2026-05-20,Tumakuru,0.43
2026-05-21,Tumakuru,0.43
2026-05-22,Tumakuru,0.5
2026-05-23,Tumakuru,0.46
2026-05-24,Tumakuru,0.49
2026-05-17,Tumkur,0.42
2026-05-18,Tumkur,0.47
2026-05-19,Tumkur,0.62
2026-05-20,Tumkur,0.41
2026-05-21,Tumkur,0.46
2026-05-22,Tumkur,0.45
2026-05-23,Tumkur,0.44
2026-05-24,Tumkur,0.35
2026-05-17,Udaipur,0.45
2026-05-18,Udaipur,0.5
2026-05-19,Udaipur,0.46
2026-05-20,Udaipur,0.67
2026-05-21,Udaipur,0.61
2026-05-22,Udaipur,0.47
2026-05-23,Udaipur,0.65
2026-05-24,Udaipur,0.39
2026-05-17,Vadodara,0.51
2026-05-18,Vadodara,0.6
2026-05-19,Vadodara,0.81
2026-05-20,Vadodara,0.38
2026-05-21,Vadodara,0.59
2026-05-22,Vadodara,0.63
2026-05-23,Vadodara,0.44
2026-05-24,Vadodara,0.69
2026-05-17,Varanasi,0.47
2026-05-18,Varanasi,0.35
2026-05-19,Varanasi,0.42
2026-05-20,Varanasi,0.3
2026-05-21,Varanasi,0.37
2026-05-22,Varanasi,0.41
2026-05-23,Varanasi,0.48
2026-05-24,Varanasi,0.5
2026-05-17,Vasai,0.37
2026-05-18,Vasai,0.48
2026-05-19,Vasai,0.52
2026-05-20,Vasai,0.56
2026-05-21,Vasai,0.47
2026-05-22,Vasai,0.39
2026-05-23,Vasai,0.34
2026-05-24,Vasai,0.41
2026-05-17,Vijayawada,0.41
2026-05-18,Vijayawada,0.56
2026-05-19,Vijayawada,0.53
2026-05-20,Vijayawada,0.42
2026-05-21,Vijayawada,0.64
2026-05-22,Vijayawada,0.63
2026-05-23,Vijayawada,0.58
2026-05-24,Vijayawada,0.44
2026-05-17,Virudhunagar,0.51
2026-05-18,Virudhunagar,0.49
2026-05-19,Virudhunagar,0.46
2026-05-20,Virudhunagar,0.47
2026-05-21,Virudhunagar,0.5
2026-05-22,Virudhunagar,0.51
2026-05-23,Virudhunagar,0.61
2026-05-24,Virudhunagar,0.4
2026-05-17,Visakhapatnam,0.63
2026-05-18,Visakhapatnam,0.5
2026-05-19,Visakhapatnam,0.47
2026-05-20,Visakhapatnam,0.45
2026-05-21,Visakhapatnam,0.45
2026-05-22,Visakhapatnam,0.5
2026-05-23,Visakhapatnam,0.45
2026-05-24,Visakhapatnam,0.48
2026-05-17,Warangal,0.46
2026-05-18,Warangal,0.51
2026-05-19,Warangal,0.66
2026-05-20,Warangal,0.49
2026-05-21,Warangal,0.39
2026-05-22,Warangal,0.32
2026-05-23,Warangal,0.34
2026-05-24,Warangal,0.74
